GLOBALID,OBJECTID,TrafficStudyID,Request Number,Traffic Study Type,Associated File,Associated File Link,Main Street Name,Street Name 2,Street Name 3,Street Name 4,Street Name 5,Civic Address,Start Date,Finish Date,Year,Equipment Type,Start Day of Week,Finish Day of Week,AM Peak,PM Peak,Off Peak,Duration,85th Percentile Speed,Warrant Points,AAWT,Add Date,Modified Date,x,y
cf5d717c-1910-4c66-8124-925956eb00df,4625,TRFSDY9702,22TM174,TMC,22TM174.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM174.pdf,PURCELLS COVE RD,COLINDALE ST,DINGLE RD,,,,7/16/2022 12:00:00 AM,7/16/2022 12:00:00 AM,2022,MIOVISION,SAT,SAT,Y,N,Y,,,0,0,4/5/2023 1:45:46 PM,7/11/2025 12:38:08 PM,-7080895.1133,5563603.0673
61005522-7f6b-4575-8eab-40452d988325,4626,TRFSDY6694,18PED098,PED,18PED098p.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/18PED098p.xlsx,OXFORD ST,ROSLYN RD,,,,,5/22/2018 12:00:00 AM,,2018,,,,N,Y,Y,,,,,5/7/2019 12:14:12 PM,10/30/2025 1:44:59 PM,-7081155.1963,5567425.7892
cfde7ae4-dda7-447d-8e75-65d9e4c81337,4627,TRFSDY3778,16ATR163,VOL,16ATR163.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16ATR163.pdf,PRESTON ST,NORWOOD ST,YORK ST,,,1800,4/4/2016 12:00:00 AM,,2016,,,,,,,,,,2536,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7079561.6647,5565530.5435
94a4ea55-0c91-405c-8add-ee1a4c100ada,4628,TRFSDY15298,23RQ725,LTI,23LTI725.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23LTI725.xlsx,BEDFORD HWY,CONVOY RUN,,,,,,8/15/2023 12:00:00 AM,2023,MIOVISION,,,,,,,,,,5/24/2024 2:02:44 PM,7/16/2025 6:43:04 PM,-7088232.7443,5577278.9185
b1106d20-e397-47e8-b19f-9ea8d89834f7,4629,TRFSDY11014,23TM501,TMC,23TM501.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23TM501.pdf,ALLAN ST,MONASTERY LANE,,,,,5/10/2023 12:00:00 AM,5/10/2023 12:00:00 AM,2023,MIOVISION,WED,WED,,,,7AM-7PM,,,,7/27/2023 8:58:25 AM,7/16/2025 6:14:06 PM,-7079711.5261,5566221.6623
14c3f668-fba6-4ae0-8dc0-86da374928c8,4630,TRFSDY15825,24RQ309,TMC,24TM309.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/24TM309.pdf,WOODLAWN RD,ATHORPE DR,,,,,4/30/2024 12:00:00 AM,4/30/2024 12:00:00 AM,2024,MIOVISION,,,,,,,,,,6/25/2024 6:48:02 PM,7/17/2025 12:54:29 PM,-7072367.6903,5570032.1313
87c326b2-bf03-4104-a3fa-07f120abc962,4631,TRFSDY6000,18TM522,TMC,18TM522.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18TM522.pdf,AHERN AVE,BELL RD,,,,,12/12/2018 12:00:00 AM,,2018,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,8/26/2025 1:25:20 PM,-7078078.2191,5565917.6625
73540f21-3a86-4eb9-b81e-f2ed9d60666f,4632,TRFSDY15647,24RQ154,SPD,24SPD154.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24SPD154.xlsx,ROBERT ALLEN DR,EDWARD LAURIE DR,BEECHWOOD TERR,,,22,2/27/2024 12:00:00 AM,3/12/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,43,,123,6/25/2024 6:48:02 PM,7/11/2025 12:38:08 PM,-7088139.4574,5571202.4058
ed62eaa5-2aec-4171-8ef6-955ef00f47e6,4633,TRFSDY22294,25RQ695,VOL,25VOL695.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25VOL695.xlsx,CHARLES RD,RICHARD ST,FORESTGLEN DR,,,77,10/30/2025 12:00:00 AM,11/7/2025 12:00:00 AM,2025,RADAR,,,,,,7 DAYS,46,0,262,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7096710.2672,5568225.9942
344ce1f4-da97-4043-ab06-d71344175040,4634,TRFSDY6836,14TM152,TMC,14TM152.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM152.pdf,ALMON ST,ISLEVILLE ST,,,,,10/21/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/17/2025 11:48:26 AM,-7076126.0882,5575912.2732
0054fc2d-a8ec-425a-9d8c-6294b3b72c25,4635,TRFSDY15098,23RQ224,SPD,23SPD224.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD224.xlsx,BARKTON LN,RADCLIFFE DR,END,,,23,,10/12/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,41,,406,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7086691.8996,5568833.3149
498b1883-2f51-4e00-b6be-cf380cd3a09e,4636,TRFSDY15858,23RQ451,VOL,23VOL451.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL451.xlsx,HENRY AVE,ROBERT ST ,CHRISTIAN LANE,,,234,7/14/2023 12:00:00 AM,7/21/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,55,,70,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7080063.4688,5594435.5464
9e825896-4594-48b0-97a0-3b29bffe7ff4,4637,TRFSDY6051,17PED143,PED,17PED143a.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/17PED143a.xlsx,MAIN RD,MORRIS AVE,,,,,5/1/2017 12:00:00 AM,,2017,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,7/16/2025 2:45:48 PM,-7069592.5698,5562078.1877
c69d8d2e-8272-4e17-ad15-6a8eb44481c4,4638,TRFSDY15400,24RQ042,VOL,24VOL042.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL042.xlsx,IRISWEG DR,MELANSON LANE,YEAHOLM WAY,,,115,1/4/2024 12:00:00 AM,1/15/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,60,,128,6/25/2024 6:48:02 PM,7/15/2025 11:33:24 AM,-7091890.7955,5549431.938
2f490376-746f-42f4-b92f-26c9cd574fa9,4639,TRFSDY8783,21VOL685,VOL,21VOL685.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/21VOL685.pdf,PINETREE CRES,ROCKCLIFFE (W),GREENHILL,,,215,8/16/2021 12:00:00 AM,8/22/2021 12:00:00 AM,2021,RADAR,MON,SUN,,,,,74,0,652,4/27/2022 5:58:36 PM,7/11/2025 12:38:08 PM,-7105634.3122,5576738.8699
37170014-1101-4b93-9f50-d6877bf04dcd,4640,TRFSDY15416,24RQ058,VOL,24VOL058.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL058.xlsx,EVERGREEN PL,PROSPECT RD,END,,,16,1/4/2024 12:00:00 AM,1/15/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,51,,542,6/25/2024 6:48:02 PM,7/15/2025 11:33:24 AM,-7088256.5479,5560014.8459
c0c91740-1e0c-4ef3-b5a7-f4077b6a7807,4641,TRFSDY4203,18VOL103,VOL,18VOL103.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18VOL103.pdf,NEWCASTLE ST,PARKER ST,TUPPER ST,,,102,6/7/2018 12:00:00 AM,,2018,,,,,,,,,,642,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7074864.2176,5568679.0044
717bb62e-cb39-49a7-9a0a-5d036d4308fd,4642,TRFSDY15139,23RQ400,SPD,23SPD400.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD400.xlsx,MICMAC DR,POCKWOCK RD,HALFWAY LAKE DR,,,55,,11/14/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,60,,1112,5/24/2024 2:02:44 PM,7/15/2025 11:33:24 AM,-7101441.5707,5580693.6667
9d88acc6-f312-4071-a215-eafa2b462c6f,4643,10002,19TM320,TMC,19TM320.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19TM320.pdf,UNIVERSITY AVE,SUMMER ST,,,,,8/20/2019 3:00:00 AM,,2019,MANUAL,TUES,,Y,Y,N,,,,,2/19/2020 3:27:34 PM,7/16/2025 2:51:45 PM,-7077931.5906,5564876.0772
78fa99e5-7197-4fb0-ab41-e081054582a5,4644,TRFSDY9786,22TM578,TMC,22TM578.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM578.pdf,BEAVER BANK RD,WINDGATE DR,,,,,10/6/2022 12:00:00 AM,10/6/2022 12:00:00 AM,2022,MIOVISION,THURS,THURS,Y,Y,Y,,,0,0,4/5/2023 1:45:46 PM,7/17/2025 1:54:36 PM,-7090020.6002,5589413.2161
533f364f-9b16-4943-a681-99d4541d938c,4645,TRFSDY9716,22TM300,TMC,22TM300.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM300.pdf,CLIFTON ST,NORTH ST,,,,,8/10/2022 12:00:00 AM,8/10/2022 12:00:00 AM,2022,MIOVISION,WED,WED,Y,Y,Y,,,0,0,4/5/2023 1:45:46 PM,8/11/2025 1:26:13 PM,-7079497.2422,5567174.0598
73b8c6f8-72c0-47a6-8f65-3c7fd1ae7ce3,4646,TRFSDY4581,14TM039,TMC,14TM039.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM039.pdf,BEDROS LANE,LARRY UTECK BLVD,STARBOARD DR,,,,5/28/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/15/2025 5:13:53 PM,-7087293.144,5574175.6438
d00e9339-232d-43e9-a060-07481bd584e8,4647,TRFSDY22488,,SPD,25SPD353.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25SPD353.xlsx,BEDFORD HWY,KEARNEY LAKE RD,FLAMINGO DR,,,264,11/25/2025 12:00:00 AM,12/4/2025 12:00:00 AM,2025,RADAR,,,,,,7 DAYS,58,,18075,2/5/2026 4:40:09 PM,2/5/2026 4:40:09 PM,-7085423.2164,5570919.7774
52b0d32d-12f9-44b0-bd62-6ea7856f6e88,4648,TRFSDY8605,22TM527,TMC,22TM527.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM527.pdf,PORTLAND ST,KING ST,,,,,3/29/2022 12:00:00 AM,3/29/2022 12:00:00 AM,2022,MIOVISION,TUES,TUES,,,,,,0,,4/27/2022 5:58:36 PM,7/11/2025 12:38:08 PM,-7076210.5813,5569025.3456
1bb2adcc-d485-4797-a935-d25e35b51a78,4649,TRFSDY5960,18TM052,TMC,18TM052.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18TM052.pdf,BRUCE DR,SACKVILLE CROSS RD,,,,,6/21/2018 12:00:00 AM,,2018,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,7/11/2025 12:38:08 PM,-7089463.1282,5584826.6916
9a89f38a-10f4-4f09-ac7a-586458eea597,4650,TRFSDY8282,21RQ708,OBSV,N/A,,WINDSOR ST,ALMON ST,,,,,8/5/2021 12:00:00 AM,10/8/2021 12:00:00 AM,2021,MIOVISION,THURS,FRI,,,,,,0,,4/27/2022 5:58:36 PM,7/16/2025 4:47:18 PM,-7080221.8791,5567255.3411
1258b603-877f-4230-97b8-abd5b46eec12,4651,TRFSDY8151,21SPD268,SPD,21SPD268.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/21SPD268.xlsx,WALTON DR,CIVIC 31,,,,31,5/18/2021 12:00:00 AM,5/26/2021 12:00:00 AM,2021,,TUES,WED,,,,7 DAYS,37,,,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7083091.7027,5565547.7448
40694798-0cd5-42aa-9edd-1e86a47583a2,4652,TRFSDY16212,24RQ384,SPD,24SPD384.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24SPD384.xlsx,BAYERS RD,WINDSOR ST,OXFORD ST,,,6354,6/11/2024 12:00:00 AM,6/19/2024 12:00:00 AM,2024,,,,,,,7 DAYS,50,,10846,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7080977.923,5567447.2466
7539ef7a-7805-4dcd-9dd7-34aa365dd378,4653,TRFSDY16145,24RQ076,VOL,24VOL076.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL076.pdf,CHERRY BROOK RD,HIGHWAY 7,BUNDY LANE,,,109,4/2/2024 12:00:00 AM,4/2/2024 12:00:00 AM,2024,,TUES,,,,,24 HOURS,,,324,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7065944.4765,5575477.2843
d357bd1a-11ac-468a-a36d-3c93f481e9b4,4654,TRFSDY3712,15WST381,VOL,15WST381.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/15WST381.pdf,INGLIS ST,GREENWOOD AVE,MARLBOROUGH AVE,,,,11/24/2015 12:00:00 AM,,2015,,,,,,,,,,6780,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7078223.8898,5563814.4339
fccf7da8-a848-425e-83d2-ce49de4c6567,4655,TRFSDY15834,23RQ247,VOL,23VOL247.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL247.xlsx,YOUNG ST,NOVALEA DR,DEVONSHIRE AVE,,,5350,9/19/2023 12:00:00 AM,9/27/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,49,,2903,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7079599.7834,5568701.3258
6642dd33-9512-4813-894e-5723aa28fbd8,4656,TRFSDY9711,22TM263,TMC,22TM263.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM263.pdf,PARKLAND DR,,,BELCHERS MARSH PARK TRAIL,BETWEEN 512 AND 548,,8/4/2022 12:00:00 AM,8/4/2022 12:00:00 AM,2022,MIOVISION,THURS,THURS,N,N,N,7AM-7PM,,0,0,4/5/2023 1:45:46 PM,7/17/2025 2:32:03 PM,-7088406.624,5570466.7757
b85dc063-2ee3-4d40-88df-41a328187c7f,4657,TRFSDY22368,18RQ068,SPD,18SPD068.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/18SPD068.xlsx,CHEBUCTO RD,HARVARD ST,OXFORD ST,,,,5/30/2018 12:00:00 AM,6/1/2018 12:00:00 AM,2018,RADAR,,,,,,,49,,12411,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7080127.1723,5566414.259
fc0ee96e-a378-4c69-8ea9-3eab5b67b199,4658,TRFSDY16541,24RQ465,SPD,24SPD465.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24SPD465.xlsx,FIELDSTONE ST,FELDSPAR CRES,END,,,34,7/15/2024 12:00:00 AM,7/23/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,45,,317,9/18/2024 11:54:12 AM,7/11/2025 12:38:08 PM,-7082003.6277,5558945.8815
fde1c34e-28ba-4d24-ad0d-3e883c7d3890,4659,TRFSDY20771,25RQ438,TMC,25TM438.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25TM438.xlsx,BEDFORD HWY,WINDSOR ST,HIGHWAY 111,,,,9/18/2025 12:00:00 AM,9/18/2025 12:00:00 AM,2025,MIOVISION,,,,,,24 HOURS,,,,10/2/2025 3:30:10 PM,10/2/2025 3:30:10 PM,-7082408.2605,5568583.4647
6e105f28-9f41-4aa9-9909-4de62732d1f4,4660,TRFSDY16592,23RQ548,SPD,23SPD548.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD548.xlsx,SHIRLEY CRT,ASHLEA DR,END,,,5,11/21/2023 12:00:00 AM,11/30/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,52,,28,9/18/2024 11:54:12 AM,7/11/2025 12:38:08 PM,-7087021.0477,5588511.8189
86cc291a-48a3-447d-9720-bc3e609fd2e4,4661,TRFSDY4518,14TM014,TMC,14TM014.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM014.pdf,DUKE ST,HOLLIS ST,,,,,5/12/2014 12:00:00 AM,,2014,,,,Y,Y,N,,,,,5/7/2019 12:13:35 PM,7/16/2025 2:01:19 PM,-7077003.517,5566512.2191
9d23c1f6-1b7b-459d-86d6-26103d2a1e5d,4662,TRFSDY16681,24RQ526,VOL,24VOL526.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL526.xlsx,RICHARDSON DR,FALL RIVER RD,LEXINGTON AVE,,,39,8/29/2024 12:00:00 AM,9/9/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,52,,1502,10/11/2024 12:30:14 PM,7/11/2025 12:38:08 PM,-7084111.3876,5591164.1807
9a56ce09-b3d0-4ef0-a749-526d93eb4dbd,4663,TRFSDY6115,15PED266,PED,15PED266.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/15PED266.pdf,COBEQUID RD,LEGACY CRT,,,,,9/3/2015 12:00:00 AM,,2015,,,,Y,Y,N,,,,,5/7/2019 12:13:59 PM,7/17/2025 11:24:03 AM,-7086950.917,5582850.8599
1ec6de04-28ba-47e2-af35-b99f64a75328,4664,TRFSDY15439,24RQ144,VOL,24VOL144.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL144.xlsx,LAKEMIST CRT,LAKESHORE PARK TERR,END,,,47,2/22/2024 12:00:00 AM,3/1/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,42,,189,6/25/2024 6:48:02 PM,7/11/2025 12:38:08 PM,-7074649.8628,5572264.2083
8eed705f-5eef-4a8f-ae6b-a8d1adbb97f9,4665,10561,19VOL099,VOL,19VOL099.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19VOL099.pdf,ASHBURN AVE,MUMFORD RD,ABBOTT DR,,,3127,5/23/2019 3:00:00 AM,6/3/2019 3:00:00 AM,2019,ATR,THURS,MON,,,,,,,1172,8/27/2020 3:02:12 AM,7/11/2025 12:38:08 PM,-7083028.0343,5566543.9822
6318baba-20f3-415a-a7f3-86a361b578c4,4666,TRFSDY3547,14WST099,VOL,14WST099.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14WST099.pdf,GLADSTONE ST,NORTH ST,SUMMIT ST,,,,9/24/2014 12:00:00 AM,,2014,,,,,,,,,,1860,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7079712.3216,5567138.4436
ffb5b548-0aa0-4967-b503-606c751fb852,4667,TRFSDY7252,19CLS252,CLS,19CLS252.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19CLS252.pdf,LEAMAN DR,CRYSTAL DR,END,,,54,8/12/2019 3:00:00 AM,8/19/2019 3:00:00 AM,2019,ATR,MON,MON,,,,7 DAYS,42,,319,3/15/2021 4:45:51 PM,7/11/2025 12:38:08 PM,-7077842.8753,5572762.5212
df2748b4-a3de-47ef-b7fb-2de695fc3129,4668,TRFSDY15733,24RQ315,SPD,24SPD315.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24SPD315.xlsx,WILLOW ST,GLADSTONE ST,CLIFTON ST,,,6128,5/7/2024 12:00:00 AM,5/24/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,45,,792,6/25/2024 6:48:02 PM,7/11/2025 12:38:08 PM,-7079484.2487,5567031.1266
abffa421-76f3-4963-b43f-9e5469b1436f,4669,TRFSDY18845,25RQ106,TMC,25TM106.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/25TM106.pdf,OLD SACKVILLE RD,DOWNSVIEW DR,WALKER AVE,,,,3/4/2025 12:00:00 AM,3/4/2025 12:00:00 AM,,MIOVISION,TUES,,,,,7AM-7PM,,,,6/13/2025 6:39:39 PM,7/17/2025 2:05:06 PM,-7090693.6547,5585302.0195
1d58cedf-dc8b-40a4-970c-ea91dd2e76c3,4670,TRFSDY14872,23RQ398,VOL,23VOL398.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL398.xlsx,LONGBURN DR,HALFWAY LAKE DR,END,,,13,,11/14/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,42,,31,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7100639.3693,5581916.3892
0d38b98f-8efd-4a86-b596-ef1bb5027f1a,4671,TRFSDY17551,24RQ815,SPD,24SPD815.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24SPD815.xlsx,STOKIL DR,NORDIC CRES,SATURN DR,,,28,12/16/2024 12:00:00 AM,1/3/2025 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,40,,128,2/5/2025 11:58:41 AM,7/11/2025 12:38:08 PM,-7088630.1309,5587781.9214
a91d6e0e-eb97-432f-bdeb-9ceaa5d8f8ad,4672,TRFSDY6855,17PED404,PED,17PED404.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/17PED404.pdf,GOTTINGEN ST,UNIACKE ST,,,,,9/26/2017 12:00:00 AM,,2017,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/16/2025 2:10:48 PM,-7078578.4463,5567396.6573
8380b92f-dec1-4ac3-adcf-17451116a3e8,4673,TRFSDY9555,22TMC006,TMC,22TM006.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM006.pdf,OSBORNE ST,KELLY ST,SUNSET AVE,,,,5/12/2022 12:00:00 AM,5/12/2022 12:00:00 AM,2022,MIOVISION,THURS,THURS,Y,Y,Y,,,,,8/12/2022 7:26:39 PM,7/16/2025 1:35:28 PM,-7082995.9298,5563752.6021
c8de67ca-d97f-4fa6-b5c4-020794daa58f,4674,TRFSDY20520,25RQ384,VOL,25VOL384.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25VOL384.xlsx,ARMCRESTCENT WEST AVE,BENJAMIN GREEN DR,FIRST ST,,,2291,7/10/2025 12:00:00 AM,7/22/2025 12:00:00 AM,2025,RADAR,,,,,,7 DAYS,42,,209,9/8/2025 11:47:16 AM,9/8/2025 11:47:16 AM,-7081024.1928,5565616.903
26f24e6f-6341-422d-8541-c1f6f7062817,4675,TRFSDY9991,22SPD634,SPD,22SPD634.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/22SPD634.xlsx,ROSEBANK AVE,CONNAUGHT AVE,QUINPOOL RD,,,1965,9/8/2022 12:00:00 AM,9/16/2022 12:00:00 AM,2022,RADAR,THURS,FRI,,,,7 DAYS,46,0,339,4/5/2023 1:45:46 PM,7/15/2025 11:48:05 AM,-7080257.4846,5565493.2624
3d07a4ff-bfe1-4f31-a280-6bc3d19231cb,4676,TRFSDY9252,22SPD463,SPD,22SPD463.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/22SPD463.xlsx,VIENNA ST,OXFORD ST,SWAINE ST,,,6447,4/11/2022 12:00:00 AM,4/28/2022 12:00:00 AM,2022,RADAR,,,,,,7 DAYS,41,,193,5/18/2022 6:31:30 PM,7/11/2025 12:38:08 PM,-7080557.7011,5566601.6285
09c30702-8d2b-4809-9b04-fd7e3e1d03d7,4677,TRFSDY6474,14PED114,PED,14PED114.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14PED114.pdf,BRIGHTON AVE,HERRING COVE RD,,,,,10/15/2014 12:00:00 AM,,2014,,,,N,Y,Y,,,,,5/7/2019 12:14:12 PM,7/15/2025 1:52:58 PM,-7081957.7911,5563548.9239
09891b65-56dd-44c5-a45c-cd8ee5ab5d6c,4678,TRFSDY4708,14TM082,TMC,14TM082.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM082.pdf,VICTORIA RD,WOODLAND AVE,,,,,8/20/2014 12:00:00 AM,,2014,,,,Y,Y,N,,,,,5/7/2019 12:13:35 PM,7/15/2025 5:32:47 PM,-7077717.3415,5570832.0205
27fb0132-994b-4359-938d-9afc6df07e6a,4679,TRFSDY9216,22TM347,TMC,22TM347.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM347.pdf,SPRING GARDEN RD,BIRMINGHAM ST,,,,,3/10/2022 12:00:00 AM,3/10/2022 12:00:00 AM,2022,MIOVISION,,,,,,,,,,5/18/2022 6:31:30 PM,7/16/2025 5:48:45 PM,-7077349.7479,5565503.3872
b61c0453-cebd-4334-b8a5-31e349e49753,4680,TRFSDY4241,18VOL152,VOL,18VOL152.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18VOL152.pdf,SPRING GARDEN RD,BIRMINGHAM ST,DRESDEN ROW,,,5525,7/25/2018 12:00:00 AM,,2018,,,,,,,,,,4823,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7077425.5942,5565474.3429
7f0c02a3-3525-4e9c-92b4-b8795d7752e6,4681,TRFSDY3939,17ATR122,VOL,17ATR122.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/17ATR122.pdf,KAYE ST,DEVONSHIRE AVE,GOTTINGEN ST,,,5349,7/13/2017 12:00:00 AM,,2017,RT,,,,,,,,,1106,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7079500.7637,5568649.0844
2088e82f-8263-4d03-bdd1-85361a08fc41,4682,TRFSDY7998,20VOL417,VOL,20VOL417.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/20VOL417.pdf,Edward St,Jubilee Rd ,Coburg Rd,,,1620,12/10/2020 12:00:00 AM,12/11/2020 12:00:00 AM,2020,,THURS,FRI,,,,24HR,,,404,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7078663.047,5565241.549
f1a35db2-4657-49d8-81b6-06b2e8715ae2,4683,TRFSDY16306,24RQ108,CLS,24FHWA107.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/24FHWA107.pdf,DIANA DR,KINGSWOOD DR,LAKESHORE DR,,,28,4/23/2024 12:00:00 AM,4/23/2024 12:00:00 AM,2024,,TUES,,,,,24 HOURS,,,847,7/12/2024 11:52:10 AM,7/15/2025 11:33:24 AM,-7095442.5413,5576075.9663
65f5e067-bbc2-4c4f-ad72-16e020c978ec,4684,TRFSDY4777,14TM103,TMC,14TM103.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM103.pdf,DUNBRACK ST,MAIN AVE,,,,,9/3/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/15/2025 5:19:08 PM,-7085460.0927,5567015.1382
677fac10-a52c-4e3f-87ca-ad648fc2b027,4685,TRFSDY4875,14TM136,TMC,14TM136.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM136.pdf,FAIRFAX DR,LACEWOOD DR,,,,,9/30/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/17/2025 2:44:04 PM,-7087850.9008,5567938.7196
533cf6a0-15cd-40ed-a0b8-36eb3d9ac490,4686,TRFSDY16010,23RQ478,SPD,23SPD478.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD478.xlsx,BRIDGEVIEW DR,TOWERVIEW DR,COLINDALE ST,,,15,9/1/2023 12:00:00 AM,9/22/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,41,,366,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7081361.4655,5562853.4467
862e9e9c-0450-4454-a18f-c41a7809d010,4687,TRFSDY5572,16TM430,TMC,16TM430.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16TM430.pdf,CHANDLER DR,MCGEE DR,,,,,9/22/2016 12:00:00 AM,,2016,,,,Y,N,Y,,,,,5/7/2019 12:13:59 PM,7/16/2025 2:32:14 PM,-7086784.8071,5584858.0729
